file,class,method,variable,usage
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,setupStreams/0,output,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,setupStreams/0,input,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,setupStreams/0,connection,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,sendbuttonActionPerformed/1[java.awt.event.ActionEvent],progress,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,sendbuttonActionPerformed/1[java.awt.event.ActionEvent],messagebox,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,closeCrap/0,output,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,closeCrap/0,input,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,closeCrap/0,connection,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,closeCrap/0,messagebox,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,whileChatting/0,input,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,whileChatting/0,progress,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,whileChatting/0,message,3
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,whileChatting/0,messagebox,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,sendMessage/1[java.lang.String],output,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,sendMessage/1[java.lang.String],printPane,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,sendMessage/1[java.lang.String],name,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,messageboxActionPerformed/1[java.awt.event.ActionEvent],progress,2
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,messageboxActionPerformed/1[java.awt.event.ActionEvent],messagebox,1
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\Client.java,chatclient.Client,append/1[java.lang.String],printPane,2
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\ChatServer.java,chat.ChatServer,main/1[java.lang.String[]],server,5
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\About.java,chatclient.About,initComponents/0,jScrollPane1,4
C:\OOD\Java\netchat-java-master\ChatClient\src\chatclient\About.java,chatclient.About,initComponents/0,jEditorPane1,5
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,closeCrap/0,output,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,closeCrap/0,input,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,closeCrap/0,connection,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,closeCrap/0,messagebox,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,messageboxActionPerformed/1[java.awt.event.ActionEvent],progress,2
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,messageboxActionPerformed/1[java.awt.event.ActionEvent],messagebox,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,waitForConnection/0,server,1
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,waitForConnection/0,connection,3
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,progress/1[boolean],progress,2
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,append/1[java.lang.String],printPane,2
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,initComponents/0,savebutton,8
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,initComponents/0,jToolBar1,5
C:\OOD\Java\netchat-java-master\ChatServer\src\chat\Server.java,chat.Server,initComponents/0,filemenu,4
