file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\OOD\Java\Queue-Management-System-master\src\JavaConnector.java,JavaConnector,ConnecrDb/0,false,12,0,1,1,0,2,1,9,2,1,0,1,0,0,0,0,1,0,3,0,1,0,1,0,0,0,9,9,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home$Anonymous5,run/0,false,419,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home$Anonymous4,mouseClicked/1[java.awt.event.MouseEvent],false,254,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,115,1,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,initComponents/0,false,51,0,2,1,1,1,39,108,0,5,0,39,0,0,0,0,0,0,36,75,32,0,0,4,0,0,61,2,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,jTable2MouseClicked/1[java.awt.event.MouseEvent],false,344,0,1,1,0,3,9,21,0,7,1,9,0,0,0,0,1,1,6,1,9,1,2,0,0,0,21,2,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,StartActionPerformed/1[java.awt.event.ActionEvent],false,366,0,1,1,0,3,9,21,0,7,1,9,0,0,0,0,1,1,6,1,9,1,2,0,0,0,20,2,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,Delete/0,false,37,0,1,1,0,2,5,11,0,1,0,5,0,0,0,0,1,0,1,1,2,0,1,0,0,0,9,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,jBtnAddActionPerformed/1[java.awt.event.ActionEvent],false,324,1,2,1,1,2,7,15,0,1,1,7,1,1,0,0,1,0,2,3,2,0,1,0,0,0,25,2,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,Home/0,true,17,2,4,1,3,1,3,6,0,0,0,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,main/1[java.lang.String[]],false,393,1,1,0,1,7,9,28,0,0,1,9,0,0,1,0,1,0,1,0,0,0,3,1,0,0,19,9,0,true
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,jTable2/0,false,25,0,3,3,0,2,5,11,0,1,0,5,0,0,0,0,1,0,1,0,3,0,1,0,0,0,8,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home,jBtnCompleteActionPerformed/1[java.awt.event.ActionEvent],false,339,1,3,1,2,1,2,4,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home$Anonymous3,actionPerformed/1[java.awt.event.ActionEvent],false,188,1,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\OOD\Java\Queue-Management-System-master\src\Home.java,Home$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,124,1,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
